Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
DOA6 Gust Mashup  Momiji  Iris,None,"25 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
Aarus Awakening,Mixed,"24 Feb, 2015",Lumenox ehf,Lumenox ehf,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['1 GB RAM', '1 GB RAM', '1 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,125,37,88,125,90,35
Ballistick,Mixed,"15 Oct, 2016",Bomb Shelter Games,Bomb Shelter Games,Single-player,None,None,None,None,85,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,202,17,185,202,60,142
Potata fairy flower,Positive,"17 Dec, 2019",Potata Company,Potata Company,Single-player,None,None,None,None,329,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['5 GB available space'],[],None,46,31,15,46,42,4
Stay Dead Evolution,Mixed,"4 Feb, 2015",Brucefilm,Plug In Digital,Single-player,None,None,None,None,369,None,"['Action', 'Indie']",['windows'],['512 MB RAM'],['850 MB available space'],[],None,101,18,83,101,38,63
Rocketbirds 2 Evolution,Mostly Positive,"26 Jan, 2017",Ratloop Asia,Reverb Triple XP,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['12 GB available space'],[],None,304,248,56,304,229,75
DOA6 Gust Mashup  Marie Rose  Totori,None,"25 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
Mazovian Adventure,2 user reviews,"5 Feb, 2020",XQG Software,XQG Software,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['windows'],['4 GB RAM'],['500 MB available space'],[],None,4,2,2,4,3,1
SurvHive,Mixed,"2 Aug, 2016",Rocking Hamster,Rocking Hamster,Online PvP,None,None,None,None,479,None,"['Action', 'Indie', 'Early Access']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,86,56,30,86,52,34
Demon Peak,Mixed,"7 Jul, 2017",Kajak Games,Kajak Games,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux']","['2048 MB RAM', '2048 MB RAM']","['512 MB available space', '512 MB available space']",[],None,189,180,9,189,128,61
Tiny Brains,Mostly Positive,"11 Dec, 2013",Spearhead Games,Spearhead Games,Single-player,violence/bad_language,None,None,None,349,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['2 GB RAM'],[],[],None,447,307,140,447,350,97
The Tactics of War,Mostly Negative,"24 Sep, 2018",IK,hede,Single-player,None,None,None,None,299,None,"['Action', 'Indie', 'Strategy', 'Early Access']","['windows', 'linux', 'mac']","['4 GB RAM', '8 GB RAM', '4 GB RAM', '4 GB RAM']","['1 GB available space', '300 MB available space', '1 GB available space', '1 GB available space']",[],None,10,10,0,10,2,8
Timberman,Very Positive,"19 Sep, 2015",Digital Melody,Forever Entertainment S. A.,Single-player,None,None,None,None,58,None,"['Action', 'Casual', 'Indie']","['windows', 'linux', 'mac']",['2 GB RAM'],[],[],None,5744,3801,1943,5744,5383,361
Crossbow Warrior  The Legend of William Tell,Mixed,"10 Dec, 2015",MobyDick Games,Scherrer Medien GmbH,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']",['2 GB available space'],[],None,34,20,14,34,21,13
Trinity VR,Mixed,"20 Nov, 2018",UNLTD inc.,UNLTD inc.,Single-player,None,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['12 GB available space'],[],VR Support,19,18,1,19,9,10
Top Hat,Mixed,"31 Jul, 2014",N94Games,N94Games,Single-player,None,None,None,None,58,None,"['Action', 'Adventure', 'Indie']",['windows'],['3 GB RAM'],['150 MB available space'],[],None,61,20,41,61,38,23
Slayer Shock,Mixed,"29 Sep, 2016",Minor Key Games,Minor Key Games,Single-player,None,None,None,None,565,None,"['Action', 'Indie', 'RPG', 'Strategy']","['windows', 'linux', 'mac']","['512 MB RAM', '512 MB RAM', '512 MB RAM']","['150 MB available space', '150 MB available space', '150 MB available space']",[],None,77,68,9,77,44,33
The Disappearing of Gensokyo,Very Positive,"11 Jan, 2018",MyACG Studio,MyACG Studio,Single-player,None,379,-30%,265,291,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['2 GB available space'],[],None,2895,2386,509,2895,2499,396
EARTH DEFENSE FORCE 5  Mission Pack 1 Extra Challenge,Mostly Positive,"25 Jul, 2019",SANDLOT,D3 PUBLISHER,Single-player,None,None,None,None,399,None,['Action'],[],[],[],[],None,28,26,2,28,21,7
Sunrise 7,2 user reviews,"26 Feb, 2020",Ryan Wheeler,Ryan Wheeler,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 MB RAM'],['300 MB available space'],[],None,2,2,0,2,2,0
Darkout,Mixed,"4 Dec, 2013",Allgraf,KISS ltd,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['3 GB available space'],[],None,819,524,295,819,415,404
Starblazer,Positive,"21 Dec, 2018",Starcade Arcade LLC,Starcade Arcade LLC,Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",['windows'],['8 GB RAM'],['10 GB available space'],[],VR Support,31,10,21,31,27,4
Signal Ops,Mixed,"2 Apr, 2013",Space Bullet Dynamics Corporation,Space Bullet Dynamics Corporation,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Strategy']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space']",[],None,85,64,21,85,51,34
Chicken Invaders 2,Very Positive,"4 Mar, 2016",InterAction studios,InterAction studios,Single-player,None,None,None,None,165,None,"['Action', 'Casual', 'Indie']","['windows', 'linux', 'mac']","['512 MB RAM', '512 MB RAM', '512 MB RAM']","['80 MB available space', '80 MB available space', '80 MB available space']",[],None,153,134,19,153,148,5
Blacksea Odyssey,Very Positive,"1 Jun, 2016",Blacksea Odyssey,Spiral Summit Games,Single-player,None,None,None,None,349,None,"['Action', 'Indie']","['linux', 'mac']","['2 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space']",[],None,192,82,110,192,163,29
Crazy Pixel Streaker,Mixed,"2 Mar, 2016",Lubiterum,Plug In Digital,Single-player,None,None,None,None,259,None,"['Action', 'Indie', 'Sports']",['windows'],['1 GB RAM'],['200 MB available space'],[],None,77,14,63,77,45,32
Monster Hunter World  Gesture Devil May Cry Dual Guns,Very Positive,"16 Nov, 2018","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,None,None,None,332,None,['Action'],['windows'],['8 GB RAM'],['48 GB available space'],[],None,78,77,1,78,78,0
Swiftly,Mixed,"26 Jan, 2016",Cleverweek,Cleverweek,Single-player,None,None,None,None,58,None,"['Action', 'Indie']","['windows', 'linux', 'mac']","['128 MB RAM', '128 MB RAM', '128 MB RAM']","['500 MB available space', '500 MB available space', '500 MB available space']",[],None,125,66,59,125,64,61
Hydraulic Empire,Mixed,"31 Jul, 2015",Batholith Entertainment,Batholith Entertainment,Single-player,None,None,None,None,349,None,"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows'],['2 GB RAM'],['450 MB available space'],[],None,66,44,22,66,36,30
First Strike Final Hour,Very Positive,"31 May, 2017",Blindflug Studios AG,Blindflug Studios AG,Single-player,None,None,None,None,409,None,"['Action', 'Indie', 'Strategy']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['1 GB available space', '1 GB available space']",[],None,812,752,60,812,718,94
Hammerwatch,Very Positive,"12 Aug, 2013",Crackshell,Crackshell,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['300 MB available space'],[],None,5917,3331,2586,5917,5330,587
Fiery Disaster,Mixed,"7 Nov, 2016",Vogelfänger,Vogelfänger,Single-player,None,None,None,None,119,None,"['Action', 'Casual', 'Indie', 'Strategy']",['windows'],['1536 MB RAM'],['400 MB available space'],[],None,32,25,7,32,15,17
Army Men,Very Positive,"1 May, 1998",The 3DO Company,2K,Single-player,None,None,None,None,380,None,"['Action', 'Adventure']",['windows'],['512 MB RAM'],['300 MB available space'],[],None,54,53,1,54,44,10
Exodemon,Positive,"3 Aug, 2019",Kuupu,Kuupu,Single-player,None,None,None,None,349,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,36,34,2,36,34,2
The Stone,Mixed,"25 Aug, 2017",Bornteks Entertainment,Bornteks Entertainment,Single-player,None,None,None,None,419,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['3 GB available space'],[],VR Support,16,10,6,16,7,9
Tangled Up,Mixed,"2 Sep, 2016",2Pi Interactive Pvt. Ltd.,OtakuMaker.com,Single-player,None,259,-60%,103,None,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']","['linux', 'mac']","['1 GB RAM', '1 GB RAM']","['130 MB available space', '150 MB available space']",[],None,38,12,26,38,28,10
Unit 4,Mixed,"24 May, 2017",Gamera Interactive,Gamera Interactive,Single-player,None,None,None,None,478,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['400 MB available space'],[],None,53,14,39,53,26,27
We Happy Few  Lightbearer,Positive,"30 Jul, 2019",Compulsion Games,Gearbox Publishing,Single-player,violence/bad_language,None,None,None,528,None,"['Action', 'Adventure', 'Indie']",['windows'],['8 GB RAM'],['8 GB available space'],[],None,47,38,9,47,38,9
Lethal VR,Very Positive,"8 Nov, 2016",Three Fields Entertainment,Team17 Digital Ltd,Single-player,violence/bad_language,None,None,None,479,None,"['Action', 'Simulation']",['windows'],['4 GB RAM'],['600 MB available space'],[],VR Support,135,120,15,135,113,22
Vicky Saves the Big Dumb World,Mixed,"1 Oct, 2015",Dumbfounded,Dumbfounded,Single-player,None,None,None,None,42,None,"['Action', 'Indie']",['windows'],['1 GB RAM'],['250 MB available space'],[],None,34,19,15,34,22,12
Vitrum,Mixed,"25 Sep, 2012",9heads Game Studios,9heads Game Studios,Single-player,None,None,None,None,119,None,"['Action', 'Casual', 'Indie']",['mac'],['2 GB RAM'],['214 MB available space'],[],None,64,41,23,64,25,39
League of Pirates,Mixed,"13 Mar, 2018",upjers,upjers,Online PvP,None,None,None,None,Free To Play,None,"['Action', 'Casual', 'Free to Play']",['windows'],['2 GB RAM'],['300 MB available space'],[],None,55,0,55,55,29,26
Heroes of the Monkey Tavern,Mostly Positive,"23 Sep, 2016",Monkey Stories,Monkey Stories,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['3 GB RAM'],['1 GB available space'],[],None,279,234,45,279,208,71
The Weaponographist,Mixed,"29 Apr, 2015",Puuba,Puuba,Single-player,None,None,None,None,The Weaponographist Demo,None,"['Action', 'Indie', 'RPG']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['1 GB available space', '1 GB available space']",[],None,76,20,56,76,57,19
Perraw  FPS Clone War Alpha,Mixed,"29 Jan, 2016",Christian Piano,Oblion Studio,Single-player,None,None,None,None,58,None,"['Action', 'Indie', 'Early Access']",['windows'],['2 GB RAM'],['500 MB available space'],[],None,104,59,45,104,71,33
Warhammer End Times  Vermintide,Very Positive,"23 Oct, 2015",Fatshark,Fatshark,Single-player,violence/bad_language,None,None,None,729,None,"['Action', 'Indie']",['windows'],['6 GB RAM'],['30 GB available space'],[],None,17952,11436,6516,17952,14328,3624
The Lost Battalion All Out Warfare,Mixed,"23 Apr, 2015",Jake Olson,Impartial Studios,Single-player,None,None,None,None,58,None,"['Action', 'Casual', 'Indie']",['windows'],['512 MB RAM'],['500 MB available space'],[],None,85,49,36,85,42,43
Just Cause 3  Final Argument Sniper Rifle,Mostly Positive,"1 Dec, 2015",Avalanche Studios,Square Enix,Single-player,"Multiple, motiveless killing",None,None,None,169,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['54 GB available space'],[],None,85,78,7,85,59,26
Narco Strike,Mixed,"17 May, 2019",Free Initiative Games,Free Initiative Games,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Indie']",['windows'],['512 MB RAM'],['1 GB available space'],[],None,39,0,39,39,21,18
Hikikomori No Chuunibyou,Mixed,"15 Jul, 2016",Blaze Epic,Blaze Epic,Single-player,None,None,None,None,119,None,"['Action', 'Adventure', 'Indie']",['windows'],['512 MB RAM'],['16 MB available space'],[],None,43,40,3,43,30,13
Plagueworld,Mixed,"27 Jul, 2019",Free Initiative Games,Free Initiative Games,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'RPG']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,37,0,37,37,22,15
Superpower Squad,Very Positive,"19 Mar, 2020",精诚绿洲工作室,HHG发行商,Online PvP,None,None,None,None,349,None,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",['windows'],['4 GB RAM'],['6 GB available space'],[],None,279,162,117,279,256,23
Majula Frontier The Offense,Mostly Negative,"5 Dec, 2019",EF Universe Games LLC,EF Universe Games LLC,Single-player,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'RPG', 'Strategy']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,11,0,11,11,4,7
BATTLECREW Space Pirates,Mixed,"10 Jul, 2017",DONTNOD ELEVEN,DONTNOD ELEVEN,Online PvP,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Indie']",['windows'],['4 GB RAM'],['5 GB available space'],[],None,185,46,139,185,99,86
Genius Calculator,Mixed,"23 Mar, 2018",XiNFiNiTY Games,None,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie']","['linux', 'mac']","['1 GB RAM', '1 GB RAM']","['50 MB available space', '90 MB available space']",[],None,29,13,16,29,12,17
Super Arcade Football,Mostly Positive,"4 Apr, 2016",OutOfTheBit Ltd,OutOfTheBit Ltd,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Sports', 'Early Access']","['windows', 'mac']","['2 GB RAM', '3 GB RAM']","['1 GB available space', '1 GB available space']",[],None,121,100,21,121,92,29
Anode,Very Positive,"6 Oct, 2015",Kittehface Software,Kittehface Software,Single-player,None,None,None,None,229,None,"['Action', 'Casual', 'Indie']","['windows', 'linux']",[],[],[],None,74,54,20,74,64,10
Minotaur,Mixed,"12 Aug, 2017",Awesome Enterprises,Awesome Enterprises,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie', 'Early Access']",['windows'],['2 GB RAM'],['3 GB available space'],[],None,27,24,3,27,15,12
The Lady,Mixed,"29 Jan, 2015",Mikeypoo's Games,MPR ART Hallucinations,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Indie']",['windows'],['1 GB RAM'],['70 MB available space'],[],None,197,71,126,197,86,111
OH MY GOD LOOK AT THIS KNIGHT,Overwhelmingly Positive,"30 Jan, 2018",Foxoft,AZAMATIKA,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Free to Play', 'Indie']",['windows'],['512 MB RAM'],['200 MB available space'],[],None,1236,0,1236,1236,1181,55
Unsung Warriors  Prologue,Overwhelmingly Positive,"15 Jan, 2019",Osarion,Osarion,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Free to Play', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '4 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space', '500 MB available space']",[],None,912,0,912,912,868,44
Project Nightmares Case 36 Henrietta Kedward,Very Positive,"1 Jun, 2018",NC,NC,Single-player,None,None,None,None,419,None,"['Action', 'Adventure', 'Indie', 'Early Access']",['windows'],['4 GB RAM'],['3 GB available space'],[],None,96,87,9,96,79,17
DOA6 Gust Mashup  Leifang  Meruru,None,"25 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
Dement,Positive,"31 Oct, 2019",Paracytik Entertainment,Paracytik Entertainment,Single-player,None,None,None,None,899,None,"['Action', 'Adventure', 'Indie', 'Early Access']",['windows'],['8 GB RAM'],['25 GB available space'],[],VR Support,18,15,3,18,15,3
Orbt XL,Overwhelmingly Positive,"21 Apr, 2017",Nickervision Studios,Nickervision Studios,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '7 GB RAM', '2 GB RAM', '2 GB RAM']","['500 MB available space', '501 MB available space', '504 MB available space', '486 MB available space']",[],None,2567,2400,167,2567,2500,67
Cube Destroyer,Very Positive,"15 Feb, 2016",Freedomize Studio,Freedomize Studio,Single-player,None,None,None,None,42,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['450 MB available space'],[],None,1106,974,132,1106,940,166
Cart Racer,Mostly Positive,"5 Jun, 2017",HFM Games,HFM Games,Single-player,None,None,None,None,42,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,513,440,73,513,381,132
Subsistence,Mostly Positive,"25 Oct, 2016",ColdGames,ColdGames,Single-player,None,None,None,None,459,None,"['Action', 'Early Access']",['windows'],['2 GB RAM'],['1500 MB available space'],[],None,5638,5204,434,5638,4100,1538
Joint Task Force,Very Positive,"12 Sep, 2006",Most Wanted Entertainment,HD Publishing,Single-player,None,None,None,None,299,None,"['Action', 'Strategy']",[],[],[],[],None,145,107,38,145,127,18
COLLAPSED,Mostly Positive,"1 Aug, 2019",Glaive Games,Glaive Games,Single-player,None,None,None,None,459,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['1 GB available space'],[],None,149,109,40,149,116,33
FOR HONOR  Marching Fire Expansion,Mixed,"16 Oct, 2018",Ubisoft Montreal,None,Single-player,violence/bad_language,None,None,None,1499,None,['Action'],['windows'],['4 GB RAM'],['40 GB available space'],[],None,377,323,54,377,165,212
100Player Twitch Chat Party Pack,None,"21 Dec, 2018",Jaime Barriga,Jaime Barriga,Online PvP,None,None,None,None,460,None,"['Action', 'Indie', 'Early Access']",['windows'],['2 GB RAM'],['100 MB available space'],[],None,None,None,None,None,None,None
Ultra Street Fighter IV Digital Upgrade,Very Positive,"7 Aug, 2014",Capcom,Capcom,Single-player,violence/bad_language,None,None,None,899,None,['Action'],['windows'],['1 GB RAM'],[],[],None,79,50,29,79,65,14
