Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
World War 3,Mixed,"20 Oct, 2018",The Farm 51,The Farm 51,Online PvP,None,None,None,None,999,None,"['Action', 'Indie', 'Early Access']",['windows'],['8 GB RAM'],['55 GB available space'],[],None,18155,14622,3533,18155,11433,6722
Adventures of Pip,Very Positive,"4 Jun, 2015",TicToc Games,TicToc Games,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['550 MB available space', '550 MB available space']",[],None,213,123,90,213,189,24
Welcome to Hanwell,Mixed,"20 Oct, 2017",Steel Arts,Steel Arts,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['8 GB RAM'],['16 GB available space'],[],None,208,191,17,208,111,97
Borderlands 2,Overwhelmingly Positive,"21 Sep, 2012",Gearbox Software,2K,Single-player,violence/bad_language,None,None,None,999,None,"['Action', 'RPG']",['windows'],['2 GBXP 2 GBVista'],[],[],None,223167,149792,73375,223167,208279,14888
Demons Rise  Lords of Chaos,Very Positive,"25 Apr, 2018",Wave Light Games Inc.,Wave Light Games Inc.,Single-player,None,None,None,None,259,None,"['Action', 'Indie', 'RPG', 'Strategy']",['windows'],['2 GB RAM'],['4 GB available space'],[],None,115,106,9,115,99,16
Way of the Passive Fist,Very Positive,"6 Mar, 2018",Household Games Inc.,Household Games Inc.,Single-player,None,None,None,None,459,None,"['Action', 'Indie']","['windows', 'linux']","['1 GB RAM', '1 GB RAM']","['120 MB available space', '120 MB available space']",[],None,130,97,33,130,105,25
Bullet Witch,Mixed,"25 Apr, 2018","Marvelous, Inc.",XSEED Games,Single-player,None,None,None,None,459,None,['Action'],['windows'],['4 GB RAM'],['5 GB available space'],[],None,323,280,43,323,215,108
Maui Mallard in Cold Shadow,Positive,"30 Sep, 1996",Disney Interactive Studios,Disney,Single-player,None,None,None,None,219,None,['Action'],['windows'],['1 GB RAM'],['1 GB available space'],[],None,13,13,0,13,11,2
Space Ops VR Reloaded,Mixed,"30 May, 2019",DevCubeStudio,Fibrum Limited,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer']",['windows'],['8 GB RAM'],['4 GB available space'],[],VR Support,56,24,32,56,39,17
McDROID,Mostly Positive,"5 Sep, 2014",Elefantopia,Elefantopia,Single-player,violence/bad_language,600,-88%,72,519,None,"['Action', 'Indie', 'Strategy']","['windows', 'linux', 'mac']","['4096 MB RAM', '4096 MB RAM', '4096 MB RAM']","['1024 MB available space', '1024 MB available space', '1024 MB available space']",[],None,141,88,53,141,108,33
Trespassers,Mostly Positive,"7 Oct, 2017",CrazyBits Studios,CrazyBits Studios,Single-player,None,None,None,None,299,None,"['Action', 'Indie', 'Early Access']",['windows'],['2 GB RAM'],['500 MB available space'],[],None,19,12,7,19,16,3
Wyv and Keep The Temple of the Lost Idol,Mostly Positive,"9 Aug, 2014",A Jolly Corpse,A Jolly Corpse,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['512 MB available space', '512 MB available space']",[],None,82,24,58,82,67,15
Action Alien,Mixed,"27 Jun, 2015",Devdan Games,Devdan Games,Single-player,None,None,None,None,165,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['2 GB RAM'],['800 MB available space'],[],None,307,55,252,307,161,146
Monster Hunter World  Deluxe Kit,Mixed,"9 Aug, 2018","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,None,None,None,799,None,['Action'],['windows'],['8 GB RAM'],['48 GB available space'],[],None,423,275,148,423,259,164
Astro Tripper,Mostly Positive,"15 Sep, 2011",PomPom,Pom Pom Games,Single-player,None,None,None,None,None,None,"['Action', 'Indie']",['mac'],['512 MB RAM'],[],['75 MB HD space'],None,55,15,40,55,30,25
Mages Initiation Reign of the Elements,Positive,"31 Jan, 2019",Himalaya Studios,Himalaya Studios,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'linux', 'mac']","['64 MB RAM', '2 GB RAM', '64 MB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,89,48,41,89,78,11
Revival DOA6 Alluring Mandarin Dress  Leifang,None,"12 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,85,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
Executive Assault,Very Positive,"17 Jul, 2015",Hesketh Studios Ltd,Hesketh Studios Ltd,Single-player,None,None,None,None,419,None,"['Action', 'Strategy']",['windows'],['4 GB RAM'],['2 GB available space'],[],None,1393,1220,173,1393,1200,193
AirMech Wastelands,Mostly Positive,"7 Jul, 2018",Carbon Games,Carbon Games,Single-player,None,None,None,None,459,None,"['Action', 'Indie', 'RPG', 'Strategy']",['windows'],['4 GB RAM'],['2 GB available space'],[],None,228,129,99,228,167,61
Stop Sign VR,8 user reviews,"17 Dec, 2019",Reality Inside Ltd.,Reality Inside Ltd.,Single-player,None,None,None,None,219,None,"['Action', 'Indie', 'Sports', 'Early Access']",['windows'],['2048 MB RAM'],['16 MB available space'],[],VR Support,11,8,3,11,11,0
Light Fall,Positive,"26 Apr, 2018",Bishop Games,Bishop Games,Single-player,Mild Swearing,None,None,None,479,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['5 GB available space', '5 GB available space']",[],None,67,46,21,67,58,9
Even the Ocean,Very Positive,"16 Nov, 2016",Melos Han-Tani,Analgesic Productions,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space']",[],None,168,121,47,168,146,22
Mother Russia Bleeds,Very Positive,"5 Sep, 2016",Le Cartel Studio,Devolver Digital,Single-player,None,None,None,None,479,None,"['Action', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['7 GB available space', '7 GB available space', '7 GB available space']",[],None,3492,2745,747,3492,3009,483
Potatoman Seeks the Troof,Very Positive,"3 Dec, 2014",Pixeljam,Pixeljam,Single-player,None,None,None,None,165,None,['Indie'],['windows'],['1 GB RAM'],['50 MB available space'],[],None,617,170,447,617,450,167
Soul Saber 2,Mixed,"16 Mar, 2017",Yamadaya,Henteko Doujin,Single-player,None,None,None,None,369,None,"['Action', 'Indie']",['windows'],['1000 MB RAM'],['1000 MB available space'],[],None,220,158,62,220,132,88
Devil May Cry 5  Cavaliere R,Positive,"8 Mar, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,None,None,None,249,None,['Action'],['windows'],['8 GB RAM'],['35 GB available space'],[],None,33,21,12,33,31,2
Survivor Squad,Mixed,"8 Nov, 2013",Endless Loop Studios,Endless Loop Studios,Single-player,None,None,None,None,125,None,"['Action', 'Indie', 'Strategy']","['windows', 'linux', 'mac']","['512 MB RAM', '512 MB RAM', '512 MB RAM']","['900 MB available space', '900 MB available space', '900 MB available space']",[],None,805,536,269,805,534,271
Pixel Space,Mostly Positive,"27 Jul, 2015",a REGULAR GAMER,Droid Riot,Single-player,None,None,None,None,125,None,"['Action', 'Casual', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['5 MB available space'],[],None,107,18,89,107,83,24
LEGO MARVELs Avengers  The Avengers Adventurer Character Pack,Positive,"26 Jan, 2016",Travellers Tales,None,Single-player,Fear,None,None,None,58,None,['Action'],['windows'],['4 GB RAM'],['14 GB available space'],[],None,20,18,2,20,20,0
DeathMetal,Mostly Positive,"18 Nov, 2016",Playito.com,Playito.com,Single-player,None,None,None,None,169,None,"['Action', 'Casual', 'Indie']","['windows', 'linux', 'mac']","['1 GB RAM', '1 GB RAM', '1 GB RAM']",[],[],None,34,22,12,34,23,11
Drunken Fist  Totally Accurate Beat em up,Positive,"26 Aug, 2019",DEKLAZON,DEKLAZON,Single-player,None,None,None,None,219,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",['windows'],['4 GB RAM'],['4 GB available space'],[],None,38,26,12,38,33,5
Cult of the Wind,Mostly Positive,"1 Jul, 2014",North of Earth,North of Earth,Cross-Platform Multiplayer,None,None,None,None,349,None,"['Action', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['400 MB available space', '400 MB available space', '400 MB available space']",[],None,437,41,396,437,219,218
Egress,Mixed,"24 Oct, 2019",Fazan,Fazan,Online PvP,None,None,None,None,459,None,"['Action', 'Indie', 'RPG']",['windows'],['8 GB RAM'],['5 GB available space'],[],None,155,112,43,155,103,52
Punch Planet  Early Access,Very Positive,"9 Nov, 2017",Sector-K Games,Sector-K Games,Single-player,None,None,None,None,529,None,"['Action', 'Indie', 'Early Access']",['windows'],['4 GB RAM'],['1 GB available space'],[],None,78,66,12,78,76,2
MACE,Mixed,"17 Mar, 2017",EntwicklerX,EntwicklerX,Single-player,None,None,None,None,259,None,"['Action', 'Casual', 'Indie']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,43,21,22,43,22,21
The Brookhaven Experiment,Very Positive,"6 Jul, 2016",Phosphor Games,Phosphor Games,Single-player,violence/bad_language,None,None,None,565,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],[],[],VR Support,796,770,26,796,687,109
Schrdingers Cat And The Raiders Of The Lost Quark,Mostly Positive,"23 Sep, 2014",Italic Pig,Team17 Digital Ltd,Single-player,None,None,None,None,369,None,"['Action', 'Adventure']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space']",[],None,123,57,66,123,85,38
Gunbrick Reloaded,6 user reviews,"9 Apr, 2020",Nitrome,Nitrome,Single-player,violence/bad_language,None,None,None,459,None,"['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'mac']","['256 MB RAM', '300 MB RAM']","['300 MB available space', '300 MB available space']",[],None,8,6,2,8,8,0
Enclave,Mostly Positive,"10 Mar, 2003",Starbreeze,Topware Interactive,Single-player,violence/bad_language,None,None,None,259,None,['RPG'],"['windows', 'linux']","['1 GB RAM', '512 MB RAM']","['5 GB available space', '3 GB available space']",[],None,5631,1430,4201,5631,4434,1197
EVIL POSSESSION,Mixed,"17 May, 2017",2DragonsGames,2DragonsGames,Single-player,None,None,None,None,42,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['1100 MB available space', '1100 MB available space', '1100 MB available space']",[],None,54,49,5,54,30,24
Skylar  Plux Adventure On Clover Island,Very Positive,"19 May, 2017",Right Nice Games,Grip Digital,Single-player,violence/bad_language,None,None,None,479,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['6 GB available space'],[],None,384,337,47,384,336,48
ENYO Arcade,Mostly Positive,"9 Nov, 2015",James Mearman,www.dev-zoo.net,Single-player,None,None,None,None,Free,None,"['Action', 'Casual', 'Free to Play', 'Indie']",['windows'],['1024 MB RAM'],['150 MB available space'],[],None,78,31,47,78,56,22
Cat Quest,Overwhelmingly Positive,"8 Aug, 2017",The Gentlebros,PQube Limited,Single-player,None,None,None,None,Cat Quest Demo,None,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['250 MB available space', '300 MB available space']",[],None,4157,3273,884,4157,3969,188
TY the Tasmanian Tiger 4,Very Positive,"18 Sep, 2015",Krome Studios,Krome Studios,Single-player,violence/bad_language,None,None,None,299,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['400 MB available space'],[],None,226,199,27,226,186,40
Link The Unleashed Nexus,Very Positive,"21 Aug, 2015",Reminisce,Reminisce,Single-player,None,None,None,None,369,None,"['Action', 'Indie', 'Racing']",['windows'],['3 GB RAM'],['2 GB available space'],[],None,55,51,4,55,45,10
Simple Spy,Mostly Positive,"6 Jul, 2016",Kodari Games,Kodari Games,Single-player,None,None,None,None,119,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['200 MB available space', '200 MB available space']",[],None,17,14,3,17,13,4
Inside a Starfilled Sky,Mixed,"14 May, 2011",Jason Rohrer,Jason Rohrer,Single-player,None,None,None,None,165,None,"['Action', 'Indie', 'Strategy']","['windows', 'mac']",[],[],[],None,81,70,11,81,55,26
Revival DOA6 Alluring Mandarin Dress  Hitomi,None,"12 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,85,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
BROKE PROTOCOL Online City RPG,Mostly Positive,"26 Aug, 2017",Cylinder Studios,Cylinder Studios,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,2084,898,1186,2084,1441,643
Battle Royale Bootcamp,Mixed,"23 May, 2018",Evan Murray,Evan Murray,Single-player,None,None,None,None,219,None,"['Action', 'Casual', 'Simulation']",['windows'],['6000 MB RAM'],['8000 MB available space'],[],None,18,17,1,18,11,7
Mushroom Wars 2,Mixed,"6 Oct, 2017",Zillion Whales,Zillion Whales,Single-player,None,None,None,None,499,None,"['Action', 'Indie', 'Strategy']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '4 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,694,594,100,694,444,250
Revival DOA6 Alluring Mandarin Dress  Helena,None,"12 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,85,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
de Blob 2,Positive,"22 Jun, 2017",Blue Tongue Entertainment,THQ Nordic,Single-player,violence/bad_language,None,None,None,699,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['12 GB available space'],[],None,49,43,6,49,43,6
Carmageddon TDR 2000,Mostly Positive,"14 Dec, 2000",Torus Games,THQ Nordic,Single-player,None,None,None,None,259,None,"['Action', 'Indie', 'Racing']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,269,141,128,269,190,79
9th Dawn II,Very Positive,"18 Oct, 2016",Valorware,Valorware,Single-player,None,None,None,None,119,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['1024 MB RAM'],['600 MB available space'],[],None,131,128,3,131,114,17
ANNIELast Hope,Very Positive,"7 Apr, 2020",Pixel Rice,Pixel Rice,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['8 GB RAM'],['8 GB available space'],[],None,285,259,26,285,269,16
Soulblight,Mixed,"15 Mar, 2018",My Next Games,Movie Games S.A.,Single-player,None,None,None,None,Soulblight Demo,None,"['Action', 'Indie', 'RPG']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,78,31,47,78,43,35
Outbreak The Nightmare Chronicles,Mixed,"2 Apr, 2018",Dead Drop Studios LLC,Dead Drop Studios LLC,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['6 GB available space', '6 GB available space', '6 GB available space']",[],None,65,57,8,65,46,19
0304,Mostly Positive,"1 Jan, 2019",JPEG OF PAIN GAMES,JPEG OF PAIN,Single-player,None,85,-60%,34,PROLOGUE,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['2500 MB available space'],[],None,153,123,30,153,123,30
Duke Nukem Forever The Doctor Who Cloned Me,Positive,None,Gearbox Software,2K,Single-player,None,None,None,None,499,None,['Action'],['windows'],['1 Gb'],[],[],None,49,40,9,49,40,9
12 HOURS,Mixed,"8 Jun, 2019",Second Reality,Second Reality,Single-player,None,None,None,None,165,None,"['Action', 'Indie', 'Simulation']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,55,44,11,55,33,22
Blood of the Werewolf,Mixed,"9 May, 2014",Scientifically Proven,Scientifically Proven,Single-player,None,None,None,None,119,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['3 GB available space'],[],None,589,382,207,589,354,235
The Odyssey Winds of Athena,Mixed,"7 Nov, 2015",Liquid Dragon Studios,Senpai Studios,Single-player,None,None,None,None,119,None,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",['windows'],['512 MB RAM'],['250 MB available space'],[],None,524,438,86,524,339,185
egg is broken heart is too,Positive,"5 Apr, 2019",Curious Visions,Curious Visions,Single-player,None,None,None,None,125,None,"['Action', 'Casual', 'Indie']","['windows', 'mac']","['100 MB RAM', '100 MB RAM']","['200 MB available space', '200 MB available space']",[],None,51,37,14,51,43,8
Wickland,Mixed,"14 Nov, 2014",Mad Ram Software,Mad Ram Software,Steam Achievements,None,None,None,None,58,None,"['Action', 'Indie']",['windows'],['512 MB RAM'],['700 MB available space'],[],None,832,404,428,832,454,378
Cyber Driver,Positive,"16 Aug, 2019",Meng Games,Meng Games,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",['windows'],['2 GB RAM'],['400 MB available space'],[],None,42,41,1,42,39,3
Cyber Utopia,Mixed,"16 Jun, 2017",Coconut Tree Studio,Valkyrie Initiative,Single-player,None,165,-55%,75,None,None,"['Action', 'Adventure', 'Casual']",['windows'],['64 MB RAM'],['10 MB available space'],[],None,83,56,27,83,37,46
Defence Alliance 2,Mostly Negative,"22 Oct, 2009",Defence Alliance Team,Tripwire Interactive,Single-player,None,None,None,None,Free,None,['Action'],['windows'],['1 GB RAM'],[],['2 GB free hard drive space'],None,776,462,314,776,276,500
2 Fantasy  Blade,Very Positive,"8 Oct, 2019",绝汪,绝汪,Single-player,None,None,None,None,299,None,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['windows'],['4 GB RAM'],['500 MB available space'],[],None,83,78,5,83,70,13
STALKER Call of Pripyat,Overwhelmingly Positive,"11 Feb, 2010",GSC Game World,GSC Game World,Single-player,None,None,None,None,565,None,"['Action', 'RPG']",[],[],[],[],None,13921,10940,2981,13921,13384,537
Revival DOA6 Alluring Mandarin Dress  Christie,1 user reviews,"12 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,85,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,1,1,0,1,1,0
Devil May Cry 5  Mega Buster,Positive,"8 Mar, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,None,None,None,249,None,['Action'],['windows'],['8 GB RAM'],['35 GB available space'],[],None,34,22,12,34,33,1
BloodLust Shadowhunter,Very Positive,"22 Sep, 2015",WRF Studios,WRF Studios,Single-player,None,None,None,None,439,None,"['Action', 'Indie', 'RPG']",['windows'],['4 GB RAM'],['4 GB available space'],[],None,294,280,14,294,237,57
Urban Justice,Mixed,"17 Jan, 2019",Evil Bunneh,Evil Bunneh,Single-player,None,None,None,None,85,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,21,19,2,21,10,11
Castle Torgeath Descent into Darkness,Mixed,"22 Jan, 2016",Dungeoneering Studios,Dungeoneering Studios,Single-player,None,None,None,None,299,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['4 GB RAM'],['4 GB available space'],[],None,83,49,34,83,54,29
MAN STANDING,Very Positive,"11 Dec, 2019",ALFINA GAMERS,ALFINA WORLD GAME PUBLISHING,Single-player,None,None,None,None,42,None,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows'],['8 GB RAM'],['1 GB available space'],[],None,271,229,42,271,224,47
Invasion 2037,Mixed,"5 Nov, 2019",Team B,Little Beavers Games,Single-player,None,None,None,None,900,None,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",['windows'],['8 GB RAM'],['15 GB available space'],[],None,114,77,37,114,76,38
Insurgence  Second Assault,Positive,"27 Feb, 2020",Platonic Game Studio,YSY Softworks,Single-player,None,299,-20%,239,None,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['2048 MB RAM'],['1 GB available space'],[],None,15,11,4,15,15,0
StarFence Heroic Edition,Mixed,"20 Apr, 2015",Casualogic,Valkyrie Initiative,Single-player,None,None,None,None,125,None,"['Action', 'Casual', 'Indie']",['mac'],['1024 MB RAM'],['100 MB available space'],[],None,64,18,46,64,33,31
Zenzizenzic,Very Positive,"23 Jul, 2015",bitHuffel,Adult Swim Games,Single-player,None,None,None,None,369,None,"['Action', 'Indie']","['windows', 'linux', 'mac']","['512 MB RAM', '512 MB RAM', '512 MB RAM']","['12 GB available space', '12 GB available space', '12 GB available space']",[],None,80,55,25,80,73,7
Putrefaction 2 Rumble in the hometown,Very Positive,"11 Oct, 2017",Kazakov Oleg,Kazakov Oleg,Single-player,None,None,None,None,58,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['5 GB available space'],[],None,80,53,27,80,59,21
SPACE ASTEROID SHOOTER  RETRO ACHIEVEMENT ODYSSEY,Mixed,"11 Nov, 2017",DRUNKEN APES,DRUNKEN APES,Single-player,None,119,-50%,59,None,None,"['Action', 'Casual', 'Indie']","['windows', 'mac']","['4 GB RAM', '128 GB RAM']","['500 MB available space', '4 GB available space']",[],None,18,10,8,18,5,13
Thief Deadly Shadows,Very Positive,"11 Jun, 2004",Ion Storm,Square Enix,Single-player,violence/bad_language,None,None,None,359,None,['Action'],[],[],[],[],None,1550,1390,160,1550,1289,261
Vectronom,Very Positive,"29 May, 2019",Ludopium,ARTE France,Single-player,None,None,None,None,349,None,"['Action', 'Casual', 'Indie']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['800 MB available space', '800 MB available space']",[],None,131,111,20,131,129,2
BRAWL,Mixed,"13 Aug, 2015",Bloober Team SA,Bloober Team SA,Single-player,None,None,None,None,479,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['4 GB available space', '4 GB available space']",[],None,69,43,26,69,48,21
GUNS UP,Mixed,"5 Feb, 2018","Valkyrie Entertainment, LLC","PlayStation Mobile, Inc.",Single-player,None,None,None,None,Free To Play,None,"['Action', 'Casual', 'Free to Play', 'Strategy']",['windows'],['2 GB RAM'],['2500 MB available space'],[],None,3385,0,3385,3385,2279,1106
Grimm Dark Legacy,Mixed,"2 Nov, 2016",Artplant,GamesCo,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['10 GB available space'],[],None,79,69,10,79,39,40
Creativerse  Pro,Very Positive,"24 Aug, 2016",Playful Corp.,Playful Corp.,Single-player,None,None,None,None,565,None,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']","['windows', 'mac']","['8 MB RAM', '4 GB RAM']","['2 GB available space', '2 GB available space']",[],None,347,221,126,347,297,50
Spellsworn,Very Positive,"13 Mar, 2018",Frogsong Studios AB,Frogsong Studios AB,Online PvP,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Indie']","['windows', 'linux']","['4 GB RAM', '4 GB RAM']","['3 GB available space', '3 GB available space']",[],None,1029,97,932,1029,908,121
Horizon Chase Turbo,Overwhelmingly Positive,"15 May, 2018",Aquiris Game Studio,Aquiris Game Studio,Single-player,None,None,None,None,529,None,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space']",[],None,1972,1306,666,1972,1845,127
Space Carrot,None,"5 Dec, 2019",1.5 hp games,1.5 hp games,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie', 'Simulation']","['windows', 'linux']","['1 GB RAM', '1 GB RAM']","['200 MB available space', '200 MB available space']",[],None,None,None,None,None,None,None
Evil Genome,Mixed,"7 Aug, 2017",Crystal Depths Studio,FHYX（凤凰游戏）,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['4 GB RAM'],['10 GB available space'],[],None,415,340,75,415,299,116
The Incredible Adventures of Van Helsing,Very Positive,"22 May, 2013",NeocoreGames,NeocoreGames,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['2 GB RAM'],[],['20 GB HD space'],None,7654,5533,2121,7654,6343,1311
Psychonauts,Overwhelmingly Positive,"19 Apr, 2005",Double Fine Productions,Double Fine Productions,Single-player,None,None,None,None,369,None,['Action'],['windows'],['256 MB of RAM'],[],['375 GB minimum hard drive space'],None,9768,5353,4415,9768,9276,492
Mini Hockey Champ,Positive,"2 Nov, 2017",26k,26k,Single-player,None,None,None,None,349,None,"['Action', 'Casual', 'Indie', 'Sports']",['windows'],['2 GB RAM'],[],[],None,18,14,4,18,15,3
STANDBY,Mixed,"7 Jan, 2017",Noclip,Noclip,Single-player,None,None,None,None,LABEL,None,"['Action', 'Adventure', 'Indie', 'Racing']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['500 MB available space', '500 MB available space']",[],None,118,69,49,118,82,36
Project First Contact,Mixed,"26 Jul, 2017",Cristian Manolachi,Cristian Manolachi,Single-player,None,None,None,None,70,None,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows'],['3 GB RAM'],['5 GB available space'],[],None,94,51,43,94,44,50
Cyber Gun,Mixed,"23 Apr, 2019",Semyon Maximov,BekkerDev Studio,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['300 MB available space'],[],None,52,44,8,52,36,16
KryptCrawler,Mixed,"5 Jun, 2018",CrazyBunch,Headup Games,Single-player,None,None,None,None,299,None,"['Action', 'Adventure']",['windows'],['4 GB RAM'],['2700 MB available space'],[],VR Support,18,14,4,18,7,11
Death end reQuest,Very Positive,"16 May, 2019",Idea Factory,Idea Factory International,Single-player,None,None,None,None,899,None,"['Action', 'Adventure', 'RPG']",['windows'],['4 GB RAM'],[],[],None,656,518,138,656,543,113
Carnage in Space Ignition,3 user reviews,"31 Oct, 2017",MM//Productions,Throwback Entertainment,Single-player,None,None,None,None,199,None,"['Action', 'Indie']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['141 MB available space', '211 MB available space']",[],None,11,3,8,11,8,3
Deaths Hangover,Very Positive,"20 Jan, 2017",Retro Army Limited,Retro Army Limited,Single-player,None,None,None,None,199,None,"['Action', 'Casual', 'Indie']",['windows'],['1 GB RAM'],['218 MB available space'],[],None,359,303,56,359,325,34
Flame Over,Mixed,"28 May, 2015",Laughing Jackal LTD,Ghostlight LTD,Single-player,None,None,None,None,409,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['1200 MB available space'],[],None,152,120,32,152,112,40
DOA6 Nova SciFi Body Suit  Kokoro,None,"21 Jan, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
